"","years","Tag","Ring_width(mm)"
"608",1933,"2849272010690-2849295010690",0.23
"609",1934,"2849272010690-2849295010690",0.14
"610",1935,"2849272010690-2849295010690",0.28
"611",1936,"2849272010690-2849295010690",0.34
"612",1937,"2849272010690-2849295010690",0.33
"613",1938,"2849272010690-2849295010690",0.19
"614",1939,"2849272010690-2849295010690",0.4
"615",1940,"2849272010690-2849295010690",0.58
"616",1941,"2849272010690-2849295010690",0.45
"617",1942,"2849272010690-2849295010690",0.4
"618",1943,"2849272010690-2849295010690",0.53
"619",1944,"2849272010690-2849295010690",0.46
"620",1945,"2849272010690-2849295010690",0.62
"621",1946,"2849272010690-2849295010690",0.37
"622",1947,"2849272010690-2849295010690",0.17
"623",1948,"2849272010690-2849295010690",0.58
"624",1949,"2849272010690-2849295010690",0.67
"625",1950,"2849272010690-2849295010690",0.67
"626",1951,"2849272010690-2849295010690",0.67
"627",1952,"2849272010690-2849295010690",0.83
"628",1953,"2849272010690-2849295010690",0.68
"629",1954,"2849272010690-2849295010690",0.68
"630",1955,"2849272010690-2849295010690",0.8
"631",1956,"2849272010690-2849295010690",0.61
"632",1957,"2849272010690-2849295010690",0.69
"633",1958,"2849272010690-2849295010690",0.38
"634",1959,"2849272010690-2849295010690",0.71
"635",1960,"2849272010690-2849295010690",1.17
"636",1961,"2849272010690-2849295010690",0.68
"637",1962,"2849272010690-2849295010690",0.76
"638",1963,"2849272010690-2849295010690",0.8
"639",1964,"2849272010690-2849295010690",1
"640",1965,"2849272010690-2849295010690",1.26
"641",1966,"2849272010690-2849295010690",1.12
"642",1967,"2849272010690-2849295010690",1.68
"643",1968,"2849272010690-2849295010690",0.87
"644",1969,"2849272010690-2849295010690",1.04
"645",1970,"2849272010690-2849295010690",1.1
"646",1971,"2849272010690-2849295010690",0.77
"647",1972,"2849272010690-2849295010690",0.83
"648",1973,"2849272010690-2849295010690",1.05
"649",1974,"2849272010690-2849295010690",0.82
"650",1975,"2849272010690-2849295010690",0.56
"651",1976,"2849272010690-2849295010690",0.72
"652",1977,"2849272010690-2849295010690",0.55
"653",1978,"2849272010690-2849295010690",0.67
"654",1979,"2849272010690-2849295010690",0.65
"655",1980,"2849272010690-2849295010690",0.56
"656",1981,"2849272010690-2849295010690",0.97
"657",1982,"2849272010690-2849295010690",1.04
"658",1983,"2849272010690-2849295010690",1.02
"659",1984,"2849272010690-2849295010690",1.25
"660",1985,"2849272010690-2849295010690",0.87
"661",1986,"2849272010690-2849295010690",0.72
"662",1987,"2849272010690-2849295010690",0.31
"663",1988,"2849272010690-2849295010690",0.55
"664",1989,"2849272010690-2849295010690",0.46
"665",1990,"2849272010690-2849295010690",0.54
"666",1991,"2849272010690-2849295010690",0.62
"667",1992,"2849272010690-2849295010690",0.51
"668",1900,"2849297010690-2849306010690",0.38
"669",1901,"2849297010690-2849306010690",0.15
"670",1902,"2849297010690-2849306010690",0.16
"671",1903,"2849297010690-2849306010690",0.17
"672",1904,"2849297010690-2849306010690",0.18
"673",1905,"2849297010690-2849306010690",0.19
"674",1906,"2849297010690-2849306010690",0.21
"675",1907,"2849297010690-2849306010690",0.4
"676",1908,"2849297010690-2849306010690",0.38
"677",1909,"2849297010690-2849306010690",0.32
"678",1910,"2849297010690-2849306010690",0.3
"679",1911,"2849297010690-2849306010690",0.29
"680",1912,"2849297010690-2849306010690",0.3
"681",1913,"2849297010690-2849306010690",0.37
"682",1914,"2849297010690-2849306010690",0.5
"683",1915,"2849297010690-2849306010690",0.41
"684",1916,"2849297010690-2849306010690",0.39
"685",1917,"2849297010690-2849306010690",0.37
"686",1918,"2849297010690-2849306010690",0.38
"687",1919,"2849297010690-2849306010690",0.34
"688",1920,"2849297010690-2849306010690",0.73
"689",1921,"2849297010690-2849306010690",0.77
"690",1922,"2849297010690-2849306010690",0.77
"691",1923,"2849297010690-2849306010690",0.83
"692",1924,"2849297010690-2849306010690",0.69
"693",1925,"2849297010690-2849306010690",0.88
"694",1926,"2849297010690-2849306010690",0.67
"695",1927,"2849297010690-2849306010690",0.65
"696",1928,"2849297010690-2849306010690",0.78
"697",1929,"2849297010690-2849306010690",0.75
"698",1930,"2849297010690-2849306010690",0.63
"699",1931,"2849297010690-2849306010690",0.39
"700",1932,"2849297010690-2849306010690",0.76
"701",1933,"2849297010690-2849306010690",0.44
"702",1934,"2849297010690-2849306010690",0.31
"703",1935,"2849297010690-2849306010690",0.46
"704",1936,"2849297010690-2849306010690",0.69
"705",1937,"2849297010690-2849306010690",0.81
"706",1938,"2849297010690-2849306010690",1.34
"707",1939,"2849297010690-2849306010690",0.9
"708",1940,"2849297010690-2849306010690",0.76
"709",1941,"2849297010690-2849306010690",0.91
"710",1942,"2849297010690-2849306010690",0.73
"711",1943,"2849297010690-2849306010690",0.67
"712",1944,"2849297010690-2849306010690",0.52
"713",1945,"2849297010690-2849306010690",0.77
"714",1946,"2849297010690-2849306010690",0.39
"715",1947,"2849297010690-2849306010690",0.73
"716",1948,"2849297010690-2849306010690",0.5
"717",1949,"2849297010690-2849306010690",0.66
"718",1950,"2849297010690-2849306010690",0.6
"719",1951,"2849297010690-2849306010690",0.53
"720",1952,"2849297010690-2849306010690",0.57
"721",1953,"2849297010690-2849306010690",0.42
"722",1954,"2849297010690-2849306010690",0.54
"723",1955,"2849297010690-2849306010690",0.21
"724",1956,"2849297010690-2849306010690",0.13
"725",1957,"2849297010690-2849306010690",0.33
"726",1958,"2849297010690-2849306010690",0.56
"727",1959,"2849297010690-2849306010690",0.22
"728",1960,"2849297010690-2849306010690",0.21
"729",1961,"2849297010690-2849306010690",0.39
"730",1962,"2849297010690-2849306010690",0.67
"731",1963,"2849297010690-2849306010690",0.39
"732",1964,"2849297010690-2849306010690",0.43
"733",1965,"2849297010690-2849306010690",0.63
"734",1966,"2849297010690-2849306010690",0.56
"735",1967,"2849297010690-2849306010690",0.94
"736",1968,"2849297010690-2849306010690",0.88
"737",1969,"2849297010690-2849306010690",0.82
"738",1970,"2849297010690-2849306010690",0.55
"739",1971,"2849297010690-2849306010690",0.53
"740",1972,"2849297010690-2849306010690",0.41
"741",1973,"2849297010690-2849306010690",0.65
"742",1974,"2849297010690-2849306010690",0.54
"743",1975,"2849297010690-2849306010690",0.6
"744",1976,"2849297010690-2849306010690",0.37
"745",1977,"2849297010690-2849306010690",0.25
"746",1978,"2849297010690-2849306010690",0.62
"747",1979,"2849297010690-2849306010690",0.64
"748",1980,"2849297010690-2849306010690",0.59
"749",1981,"2849297010690-2849306010690",0.44
"750",1982,"2849297010690-2849306010690",0.59
"751",1983,"2849297010690-2849306010690",0.57
"752",1984,"2849297010690-2849306010690",0.64
"753",1985,"2849297010690-2849306010690",0.64
"754",1986,"2849297010690-2849306010690",0.87
"755",1987,"2849297010690-2849306010690",0.42
"756",1988,"2849297010690-2849306010690",0.61
"757",1989,"2849297010690-2849306010690",0.2
"758",1990,"2849297010690-2849306010690",0.22
"759",1991,"2849297010690-2849306010690",0.44
"760",1992,"2849297010690-2849306010690",0.4
"761",1993,"2849297010690-2849306010690",0.46
"762",1994,"2849297010690-2849306010690",0.19
"763",1904,"2849464010690-2849472010690",1.53
"764",1905,"2849464010690-2849472010690",1.82
"765",1906,"2849464010690-2849472010690",1.33
"766",1907,"2849464010690-2849472010690",1.29
"767",1908,"2849464010690-2849472010690",1.99
"768",1909,"2849464010690-2849472010690",1.21
"769",1910,"2849464010690-2849472010690",1.44
"770",1911,"2849464010690-2849472010690",1.31
"771",1912,"2849464010690-2849472010690",1.26
"772",1913,"2849464010690-2849472010690",1.29
"773",1914,"2849464010690-2849472010690",1.71
"774",1915,"2849464010690-2849472010690",1.23
"775",1916,"2849464010690-2849472010690",1.09
"776",1917,"2849464010690-2849472010690",1.47
"777",1918,"2849464010690-2849472010690",1.04
"778",1919,"2849464010690-2849472010690",0.66
"779",1920,"2849464010690-2849472010690",0.88
"780",1921,"2849464010690-2849472010690",1.38
"781",1922,"2849464010690-2849472010690",1.08
"782",1923,"2849464010690-2849472010690",1.82
"783",1924,"2849464010690-2849472010690",0.95
"784",1925,"2849464010690-2849472010690",1.24
"785",1926,"2849464010690-2849472010690",1.08
"786",1927,"2849464010690-2849472010690",0.74
"787",1928,"2849464010690-2849472010690",1.02
"788",1929,"2849464010690-2849472010690",1.18
"789",1930,"2849464010690-2849472010690",1.06
"790",1931,"2849464010690-2849472010690",0.66
"791",1932,"2849464010690-2849472010690",1.04
"792",1933,"2849464010690-2849472010690",0.96
"793",1934,"2849464010690-2849472010690",0.76
"794",1935,"2849464010690-2849472010690",0.66
"795",1936,"2849464010690-2849472010690",0.78
"796",1937,"2849464010690-2849472010690",0.64
"797",1938,"2849464010690-2849472010690",0.85
"798",1939,"2849464010690-2849472010690",0.66
"799",1940,"2849464010690-2849472010690",0.87
"800",1941,"2849464010690-2849472010690",0.77
"801",1942,"2849464010690-2849472010690",0.66
"802",1943,"2849464010690-2849472010690",0.67
"803",1944,"2849464010690-2849472010690",0.75
"804",1945,"2849464010690-2849472010690",0.56
"805",1946,"2849464010690-2849472010690",0.92
"806",1947,"2849464010690-2849472010690",0.5
"807",1948,"2849464010690-2849472010690",0.65
"808",1949,"2849464010690-2849472010690",0.54
"809",1950,"2849464010690-2849472010690",0.59
"810",1951,"2849464010690-2849472010690",0.51
"811",1952,"2849464010690-2849472010690",0.41
"812",1953,"2849464010690-2849472010690",0.4
"813",1954,"2849464010690-2849472010690",0.4
"814",1955,"2849464010690-2849472010690",0.43
"815",1956,"2849464010690-2849472010690",0.54
"816",1957,"2849464010690-2849472010690",0.61
"817",1958,"2849464010690-2849472010690",0.43
"818",1959,"2849464010690-2849472010690",0.49
"819",1960,"2849464010690-2849472010690",0.71
"820",1961,"2849464010690-2849472010690",0.65
"821",1962,"2849464010690-2849472010690",0.89
"822",1963,"2849464010690-2849472010690",0.91
"823",1964,"2849464010690-2849472010690",0.99
"824",1965,"2849464010690-2849472010690",1
"825",1966,"2849464010690-2849472010690",0.88
"826",1967,"2849464010690-2849472010690",0.78
"827",1968,"2849464010690-2849472010690",0.83
"828",1969,"2849464010690-2849472010690",0.81
"829",1970,"2849464010690-2849472010690",0.97
"830",1971,"2849464010690-2849472010690",1.16
"831",1972,"2849464010690-2849472010690",0.77
"832",1973,"2849464010690-2849472010690",0.61
"833",1974,"2849464010690-2849472010690",0.86
"834",1975,"2849464010690-2849472010690",0.9
"835",1976,"2849464010690-2849472010690",0.91
"836",1977,"2849464010690-2849472010690",0.76
"837",1978,"2849464010690-2849472010690",0.85
"838",1979,"2849464010690-2849472010690",0.99
"839",1980,"2849464010690-2849472010690",1.34
"840",1981,"2849464010690-2849472010690",1.05
"841",1982,"2849464010690-2849472010690",0.91
"842",1983,"2849464010690-2849472010690",1.44
"843",1984,"2849464010690-2849472010690",0.96
"844",1985,"2849464010690-2849472010690",0.58
"845",1986,"2849464010690-2849472010690",0.96
"846",1987,"2849464010690-2849472010690",0.92
"847",1988,"2849464010690-2849472010690",0.75
"848",1989,"2849464010690-2849472010690",0.64
"849",1885,"2849662010690-2849671010690",3.72
"850",1886,"2849662010690-2849671010690",2.83
"851",1887,"2849662010690-2849671010690",2.53
"852",1888,"2849662010690-2849671010690",2.66
"853",1889,"2849662010690-2849671010690",2.84
"854",1890,"2849662010690-2849671010690",2.95
"855",1891,"2849662010690-2849671010690",2.72
"856",1892,"2849662010690-2849671010690",2.81
"857",1893,"2849662010690-2849671010690",2.23
"858",1894,"2849662010690-2849671010690",3.25
"859",1895,"2849662010690-2849671010690",2.33
"860",1896,"2849662010690-2849671010690",1.9
"861",1897,"2849662010690-2849671010690",3.3
"862",1898,"2849662010690-2849671010690",2.91
"863",1899,"2849662010690-2849671010690",1.53
"864",1900,"2849662010690-2849671010690",1.69
"865",1901,"2849662010690-2849671010690",1.73
"866",1902,"2849662010690-2849671010690",1.59
"867",1903,"2849662010690-2849671010690",1.98
"868",1904,"2849662010690-2849671010690",1.39
"869",1905,"2849662010690-2849671010690",1.13
"870",1906,"2849662010690-2849671010690",1.36
"871",1907,"2849662010690-2849671010690",1.78
"872",1908,"2849662010690-2849671010690",2.13
"873",1909,"2849662010690-2849671010690",1.98
"874",1910,"2849662010690-2849671010690",1.91
"875",1911,"2849662010690-2849671010690",1.97
"876",1912,"2849662010690-2849671010690",1.53
"877",1913,"2849662010690-2849671010690",1.75
"878",1914,"2849662010690-2849671010690",1.92
"879",1915,"2849662010690-2849671010690",1.79
"880",1916,"2849662010690-2849671010690",1.53
"881",1917,"2849662010690-2849671010690",1.98
"882",1918,"2849662010690-2849671010690",1.09
"883",1919,"2849662010690-2849671010690",1.57
"884",1920,"2849662010690-2849671010690",1.95
"885",1921,"2849662010690-2849671010690",1.53
"886",1922,"2849662010690-2849671010690",1.54
"887",1923,"2849662010690-2849671010690",1.51
"888",1924,"2849662010690-2849671010690",1.27
"889",1925,"2849662010690-2849671010690",1.42
"890",1926,"2849662010690-2849671010690",1.59
"891",1927,"2849662010690-2849671010690",1.38
"892",1928,"2849662010690-2849671010690",1.63
"893",1929,"2849662010690-2849671010690",1.28
"894",1930,"2849662010690-2849671010690",1.48
"895",1931,"2849662010690-2849671010690",1.08
"896",1932,"2849662010690-2849671010690",1.13
"897",1933,"2849662010690-2849671010690",1.37
"898",1934,"2849662010690-2849671010690",1.15
"899",1935,"2849662010690-2849671010690",0.95
"900",1936,"2849662010690-2849671010690",1.03
"901",1937,"2849662010690-2849671010690",1.34
"902",1938,"2849662010690-2849671010690",1.3
"903",1939,"2849662010690-2849671010690",1.94
"904",1940,"2849662010690-2849671010690",1.13
"905",1941,"2849662010690-2849671010690",0.93
"906",1942,"2849662010690-2849671010690",1.02
"907",1943,"2849662010690-2849671010690",0.8
"908",1944,"2849662010690-2849671010690",1.09
"909",1945,"2849662010690-2849671010690",0.84
"910",1946,"2849662010690-2849671010690",0.8
"911",1947,"2849662010690-2849671010690",1.03
"912",1948,"2849662010690-2849671010690",1.25
"913",1949,"2849662010690-2849671010690",0.96
"914",1950,"2849662010690-2849671010690",0.89
"915",1951,"2849662010690-2849671010690",1.06
"916",1952,"2849662010690-2849671010690",0.91
"917",1953,"2849662010690-2849671010690",0.9
"918",1954,"2849662010690-2849671010690",0.89
"919",1955,"2849662010690-2849671010690",0.78
"920",1956,"2849662010690-2849671010690",0.71
"921",1957,"2849662010690-2849671010690",0.74
"922",1958,"2849662010690-2849671010690",1.01
"923",1959,"2849662010690-2849671010690",0.5
"924",1960,"2849662010690-2849671010690",0.78
"925",1961,"2849662010690-2849671010690",0.89
"926",1962,"2849662010690-2849671010690",0.96
"927",1963,"2849662010690-2849671010690",0.93
"928",1964,"2849662010690-2849671010690",1.03
"929",1965,"2849662010690-2849671010690",1
"930",1966,"2849662010690-2849671010690",0.99
"931",1967,"2849662010690-2849671010690",1.1
"932",1968,"2849662010690-2849671010690",1.23
"933",1969,"2849662010690-2849671010690",1.35
"934",1970,"2849662010690-2849671010690",0.91
"935",1971,"2849662010690-2849671010690",0.81
"936",1972,"2849662010690-2849671010690",0.92
"937",1973,"2849662010690-2849671010690",1.03
"938",1974,"2849662010690-2849671010690",0.8
"939",1975,"2849662010690-2849671010690",0.68
"940",1976,"2849662010690-2849671010690",0.79
"941",1977,"2849662010690-2849671010690",0.44
"942",1978,"2849662010690-2849671010690",0.79
"943",1979,"2849662010690-2849671010690",0.94
"944",1980,"2849662010690-2849671010690",0.57
"945",1981,"2849662010690-2849671010690",0.73
"946",1982,"2849662010690-2849671010690",0.81
"947",1983,"2849662010690-2849671010690",1
"948",1984,"2849662010690-2849671010690",1.18
"949",1985,"2849662010690-2849671010690",1.15
"950",1986,"2849662010690-2849671010690",1.27
"951",1987,"2849662010690-2849671010690",1.12
"952",1988,"2849662010690-2849671010690",1.09
"953",1989,"2849662010690-2849671010690",1.09
"954",1990,"2849662010690-2849671010690",0.91
"955",1991,"2849662010690-2849671010690",0.91
"956",1992,"2849662010690-2849671010690",0.97
"957",1993,"2849662010690-2849671010690",0.86
"958",1883,"2849700010690-2849716010690",1.78
"959",1884,"2849700010690-2849716010690",1.66
"960",1885,"2849700010690-2849716010690",1.39
"961",1886,"2849700010690-2849716010690",1
"962",1887,"2849700010690-2849716010690",1.02
